        0.22373907            0.22373907
        0.18575903            0.18575903
        0.21945618            0.21945618
        0.18829869            0.18829869
        0.21606840            0.21606840
        0.19033983            0.19033983
        0.21346276            0.21346276
        0.19203565            0.19203565
        0.21140390            0.21140390
        0.19345910            0.19345910
        0.20974683            0.20974683
        0.19466143            0.19466143
        0.20839578            0.20839578
        0.19568093            0.19568093
        0.20728389            0.20728389
        0.19654738            0.19654738
        0.20636254            0.20636254
        0.19728474            0.19728474
        0.20559516            0.20559516
        0.19791264            0.19791264
        0.20495352            0.20495352
        0.19844746            0.19844746
        0.20441543            0.20441543
        0.19890299            0.19890299
        0.20396315            0.20396315
        0.19929091            0.19929091
        0.20358229            0.20358229
        0.19962118            0.19962118
        0.20326114            0.20326114
        0.19990227            0.19990227
        0.20299002            0.20299002
        0.20014143            0.20014143
        0.20276094            0.20276094
        0.20034485            0.20034485
        0.20256723            0.20256723
        0.20051783            0.20051783
        0.20240335            0.20240335
        0.20066487            0.20066487
        0.20226462            0.20226462
        0.20078983            0.20078983
        0.20214715            0.20214715
        0.20089601            0.20089601
        0.20204764            0.20204764
        0.20098621            0.20098621
        0.20196333            0.20196333
        0.20106282            0.20106282
        0.20189188            0.20189188
        0.20112789            0.20112789
        0.20183131            0.20183131
        0.20118313            0.20118313
        0.20177996            0.20177996
        0.20123004            0.20123004
        0.20173643            0.20173643
        0.20126986            0.20126986
        0.20169951            0.20169951
        0.20130366            0.20130366
        0.20166820            0.20166820
        0.20133235            0.20133235
        0.20164165            0.20164165
        0.20135670            0.20135670
        0.20161913            0.20161913
        0.20137737            0.20137737
        0.20160003            0.20160003
        0.20139491            0.20139491
        0.20158383            0.20158383
        0.20140980            0.20140980
        0.20157009            0.20157009
        0.20142243            0.20142243
        0.20155843            0.20155843
        0.20143315            0.20143315
        0.20154854            0.20154854
        0.20144224            0.20144224
        0.20154015            0.20154015
        0.20144996            0.20144996
        0.20153303            0.20153303
        0.20145651            0.20145651
        0.20152699            0.20152699
        0.20146207            0.20146207
        0.20152186            0.20152186
        0.20146678            0.20146678
        0.20151752            0.20151752
        0.20147078            0.20147078
        0.20151383            0.20151383
        0.20147418            0.20147418
        0.20151070            0.20151070
        0.20147706            0.20147706
        0.20150805            0.20150805
        0.20147950            0.20147950
        0.20150579            0.20150579
        0.20148158            0.20148158
        0.20150388            0.20150388
        0.20148334            0.20148334
        0.20150226            0.20150226
        0.20148483            0.20148483
        0.20150089            0.20150089
        0.20148610            0.20148610
        0.20149972            0.20149972
        0.20148717            0.20148717
        0.20149873            0.20149873
        0.20148808            0.20148808
        0.20149789            0.20149789
        0.20148886            0.20148886
        0.20149718            0.20149718
        0.20148951            0.20148951
        0.20149657            0.20149657
        0.20149007            0.20149007
        0.20149606            0.20149606
        0.20149054            0.20149054
        0.20149562            0.20149562
        0.20149094            0.20149094
        0.20149526            0.20149526
        0.20149128            0.20149128
        0.20149494            0.20149494
        0.20149157            0.20149157
        0.20149468            0.20149468
        0.20149182            0.20149182
        0.20149445            0.20149445
        0.20149202            0.20149202
        0.20149426            0.20149426
        0.20149220            0.20149220
        0.20149410            0.20149410
        0.20149235            0.20149235
        0.20149396            0.20149396
        0.20149248            0.20149248
        0.20149384            0.20149384
        0.20149258            0.20149258
        0.20149374            0.20149374
        0.20149268            0.20149268
        0.20149366            0.20149366
        0.20149275            0.20149275
        0.20149359            0.20149359
        0.20149282            0.20149282
        0.20149353            0.20149353
        0.20149287            0.20149287
        0.20149348            0.20149348
        0.20149292            0.20149292
        0.20149343            0.20149343
        0.20149296            0.20149296
        0.20149339            0.20149339
        0.20149300            0.20149300
        0.20149336            0.20149336
        0.20149303            0.20149303
        0.20149334            0.20149334
        0.20149305            0.20149305
        0.20149331            0.20149331
        0.20149307            0.20149307
        0.20149329            0.20149329
        0.20149309            0.20149309
        0.20149328            0.20149328
        0.20149310            0.20149310
        0.20149326            0.20149326
        0.20149312            0.20149312
        0.20149325            0.20149325
        0.20149313            0.20149313
        0.20149324            0.20149324
        0.20149314            0.20149314
        0.20149323            0.20149323
        0.20149314            0.20149314
        0.20149323            0.20149323
        0.20149315            0.20149315
        0.20149322            0.20149322
        0.20149316            0.20149316
        0.20149322            0.20149322
        0.20149316            0.20149316
        0.20149321            0.20149321
        0.20149316            0.20149316
        0.20149321            0.20149321
        0.20149317            0.20149317
        0.20149320            0.20149320
        0.20149317            0.20149317
        0.20149320            0.20149320
        0.20149317            0.20149317
        0.20149320            0.20149320
        0.20149318            0.20149318
        0.20149320            0.20149320
        0.20149318            0.20149318
        0.20149320            0.20149320
        0.20149318            0.20149318
        0.20149320            0.20149320
        0.20149318            0.20149318
        0.20149319            0.20149319
        0.20149318            0.20149318
        0.20149319            0.20149319
        0.20149318            0.20149318
        0.20149319            0.20149319
        0.20149318            0.20149318
        0.20149319            0.20149319
        0.20149318            0.20149318
        0.20149319            0.20149319
        0.20149318            0.20149318
        0.20149319            0.20149319
        0.20149318            0.20149318
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
        0.20149319            0.20149319
